name,main_info,whisky_type,volume(cl),alcohol(%),price(£),style_body_last,style_richness_last,style_smoke_last,style_sweetness_last,characters,food_paring,bottler,bottling_decade_clean,bottler_canon,is_independent,bottling_year,age,age_,age_int,is_nas,country,region,casktype,cask_group,colouring,vintage,vintage_clean,nose,palate,finish,reviews,_text_all,price_per_cl,alcohol_density,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,rarity_scarcity,rarity_price_premium,rarity_distillery,rarity_vintage,rarity_score,cluster_taste,cluster_taste_name,pc1,pc2
Campbeltown Loch Blended Malt,campbeltown blended malt scotch whiskydistillery bottling,blended malt,70.0,46.0,40.75,2.9,2.7,0.8,2.8,no description,,distillery bottling,,distillery bottling,0,,,,10.0,1,scotland,campbeltown,not specified,unknown,Unknown,,,no description,no description,no description,"This whiskey for the price is well worth it. It has notes of Springbank 10 but not as good but a very good alternative for the price. It’s lovely, try it for yourself. || Having tried the Campbeltown Kilkerran which was excellent I'm working my way through the Campbeltown whiskys [what pleasant work]. I was very pleasantly suprised with the Campbeltown Loch.Not being an expert perhaps I'd developed an amateurs snobbery to blended whisky.I've learnt my lesson.It's a beautiful whisky with depth of flavour. || Bought this hoping it would be similiar to the now unbuyable 10 year old that used to be my stock and store. It's not, but it's 80% of the way there, especially on the nose, the finish is a bit flat and undeveloped. But better than most other stuff at £40 a bottle. || The first couple are a bit on the hot side.Letting the bottle breath for a few hours takes most of the heat out and allows things to settle down .From then on water and time make this pure Campbeltown .(3.73/5)",no description no description no description no description this whisky for the price is well worth it it has notes of springbank but not as good but very good alternative for the price it lovely try it for yourself having tried the campbeltown kilkerran which was excellent working my way through the campbeltown whiskys what pleasant work was very pleasantly suprised with the campbeltown loch not being an expert perhaps developed an amateurs snobbery to blended whisky ve learnt my lesson it beautiful whisky with depth of flavour bought this hoping it would be similiar to the now unbuyable year old that used to be my stock and store it not but it of the way there especially on the nose the finish is bit flat and undeveloped but better than most other stuff at bottle the first couple are bit on the hot side letting the bottle breath for few hours takes most of the heat out and allows things to settle down from then on water and time make this pure campbeltown,0.5821428571428572,3220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0012239589082024,0.0,0.0,0.1984616354890191,1,Balanced,-0.5834717452953401,0.2843497776298487
Compass Box Crimson Casks,blended malt scotch whiskycompass box,blended malt,70.0,46.0,69.25,4.0,4.0,0.0,4.0,"Plums, Hazelnut, Wildflowers",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,plums hazelnut wildflowers no description no description no description,0.9892857142857144,3220.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3452841935826765,0.0033003177703315,0.0,0.0,0.2067826761920141,0,Sweet & Rich & Full-Body,2.842881718489138,-1.3411064516923572
Johnnie Walker Black Label 12 Year Old Highland Origin42% 70cl,highland blended malt scotch whisky,blended malt,70.0,42.0,50.25,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,highland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,0.7178571428571429,2940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0019160785289121,0.0,0.2185451139556667,0.2853004929726252,1,Balanced,0.08178983474904629,0.1614367110594289
Old Perth OriginalSherry Casks,blended malt scotch whisky,blended malt,70.0,46.0,39.25,2.6,2.5,0.2,2.8,no description,,,,old perth,1,,,,17.584415584415584,1,scotland,unknown_scotland,sherry,sherry,False,,,no description,no description,no description,"I have just began my journey with blended whisky and this blended malt is something special! It's the perfect budget dram to crack open with a friend, it's almost dangerously easy to drink. It also makes a great addition to a cocktail if you're that way inclined! :) || I love everything about this whisky. The flavour, smoothness, and long lasting finish. It truly is a bargain. I will be purchasing again || Brilliant dram for the money. I tried this recently at the London Whisky Show and was surprised at how smooth it was. This could easy hold its own against a more expensive single malt at half the price. Highly recommended || This is an great dram especially for the price that it is. This is a blended malt but is extremely smooth and the master blender has done a great job. Warming notes of sherried fruits, spices and sweet vanilla. || A stunning whisky for the price !",no description no description no description no description have just began my journey with blended whisky and this blended malt is something special it the perfect budget dram to crack open with friend it almost dangerously easy to drink it also makes great addition to cocktail if you re that way inclined love everything about this whisky the flavour smoothness and long lasting finish it truly is bargain will be purchasing again brilliant dram for the money tried this recently at the london whisky show and was surprised at how smooth it was this could easy hold its own against more expensive single malt at half the price highly recommended this is an great dram especially for the price that it is this is blended malt but is extremely smooth and the master blender has done great job warming notes of sherried fruits spices and sweet vanilla stunning whisky for the price,0.5607142857142857,3220.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3746412464124641,0.0011146768628272,0.0,0.0,0.2229009404585393,1,Balanced,-1.1144214525389826,-0.41781619428168015
Compass Box The Peat Monster,blended malt scotch whiskycompass box,blended malt,70.0,46.0,53.5,3.0,3.0,3.0,2.0,"Smoke, Brine, Apple, Grass, Heather",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,"Elegant peat smoke with coastal brine, orchard fruit and singed spice.","Smoky and earthy peat, sweet tropical fruit touches and floral notes.","Sweetness lingers, layered with smoke, fruit and delicate meadow-grass character.","This is my favourite whisky.. || Smooth. Sea spray, Band Aid, earth. Just enough oil and body. Really enjoyable! || The very best blended malt I’ve come across globally, a proper whisky bottled at proper strength with no colouring || This is one of my favourites. I cannot believe how affordable this whisky is. To me, this brings me to a campfire at a ocean beach where I'm eating fruits. The nose is amazing. The taste and finish are really good. I wouldn't call this overly peaty at all. If anything, it's more sea-brine than smoke. They are really nicely balanced. Thinking about it makes my mouth water. I keep reaching forward financially to find something that engages me a little more. It looks like I need to spend about 4x the money for a bottle that is more enjoyable (to me).",smoke brine apple grass heather elegant peat smoke with coastal brine orchard fruit and singed spice smoky and earthy peat sweet tropical fruit touches and floral notes sweetness lingers layered with smoke fruit and delicate meadow-grass character this is my favourite whisky smooth sea spray band aid earth just enough oil and body really enjoyable the very best blended malt ve come across globally proper whisky bottled at proper strength with no colouring this is one of my favourites cannot believe how affordable this whisky is to me this brings me to campfire at ocean beach where eating fruits the nose is amazing the taste and finish are really good wouldn call this overly peaty at all if anything it more sea-brine than smoke they are really nicely balanced thinking about it makes my mouth water keep reaching forward financially to find something that engages me little more it looks like need to spend about the money for bottle that is more enjoyable to me,0.7642857142857142,3220.0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0.3452841935826765,0.0021528562938917,0.0,0.0,0.2061019943280825,3,Smoky & Full-Body,-0.8253825280055808,3.453891173016841
Poit Dhubh 21 Year Old,blended malt scotch whisky,blended malt,70.0,43.0,91.95,4.0,4.0,3.0,3.0,"Toffee, Violet, Walnut, Peat smoke, Pineapple",,,,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,toffee violet walnut peat smoke pineapple no description no description no description,1.3135714285714286,3010.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0049541193903431,0.0,0.499531689041524,0.3982247631315064,3,Smoky & Full-Body,2.0366361851960195,2.7285089415500634
Compass Box Flaming Heart 25th Anniversary Edition,blended malt scotch whiskycompass box,blended malt,70.0,48.9,130.0,4.0,4.0,4.0,3.0,"Mint, Wine, Peardrops, Peat smoke, Black Pepper, Nutmeg",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,mint wine peardrops peat smoke black pepper nutmeg no description no description no description,1.8571428571428568,3423.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.3452841935826765,0.0077262406080278,0.0,0.0,0.2094081633814646,3,Smoky & Full-Body,2.0130508829454725,3.658310931210824
Elements of Islay Sherry Cask,islay blended malt scotch whiskyelixir distillers,blended malt,70.0,54.5,70.5,3.1,3.0,0.6,3.0,no description,,elixir distillers,,elixir distillers,1,,,,10.5,1,scotland,islay,sherry butt,sherry,False,,,no description,no description,no description,,no description no description no description no description,1.0071428571428571,3815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355172885062184,0.0033913861414775,0.0,0.0,0.2127027368443416,1,Balanced,0.08650689519915575,-0.02452368687272325
Scallywag Chocolate EditionBot.2023,speyside blended malt scotch whiskydouglas laing,blended malt,70.0,48.0,56.25,3.0,3.0,0.0,4.0,"Milk Chocolate, Cacao, Praline, Hazelnut, Stewed Fruit, Dark Chocolate",,douglas laing,,douglas laing,1,2023.0,,,16.203125,1,scotland,speyside,sherry,sherry,False,,,no description,no description,no description,,milk chocolate cacao praline hazelnut stewed fruit dark chocolate no description no description no description,0.8035714285714286,3360.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3436892433440464,0.002353206710413,0.0380194904514268,0.0,0.2203103199342469,6,Sweet,0.7163526318290143,-1.8959336444857187
Elements of Islay Fireside,islay blended malt scotch whiskyelixir distillers,blended malt,70.0,54.5,82.5,4.0,4.0,4.0,3.0,"Dark Chocolate, Tobacco, Strawberry, Peat smoke",,elixir distillers,,elixir distillers,1,,,,10.5,1,scotland,islay,sherry hogshead,sherry,False,,,no description,no description,no description,,dark chocolate tobacco strawberry peat smoke no description no description no description,1.1785714285714286,3815.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.355172885062184,0.0042656425044792,0.0,0.0,0.2132213515978133,3,Smoky & Full-Body,2.0130508829454725,3.658310931210824
Collectivum XXVIIISpecial Releases 2017,blended malt scotch whisky,blended malt,70.0,57.3,160.0,3.0,3.0,2.0,3.0,"Dark Chocolate, Lemon, Cinnamon, Smoke, Orange, Apple","Partridge, Fondue, Dim Sum",,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,"Surprisingly mild in feel. The overall aroma is tightly integrated: spicy-sweet and fruity, combining spiky green leaves and dog roses with autumnal forests, toffee and rich vanilla sauce. The greenness comes to dominate, although the sour notes are tempered by sweet brown butter and a slice of candied fruit. Time reveals more herbal notes, with minty toffee and hints of pastry. Water opens all this up, drying and introducing Speyside notes of the sweetshop, with candy and dried apple rings joined by floral touches.","A balance of sweetness, acidity and tannic dryness. Nuts and spice lead, with hazelnuts and almonds joined by bitter walnuts and hot cinnamon. Sweetness builds behind, with candy, barley sugar and sharp candied lemons. The almonds reappear, now sugared, only to disappear amid more citrus, tempered by toffee and fudge spiced with cinnamon, and finally by fruity dark chocolate. Water cools; the smooth sweetness and spice rise, bringing a refreshing bitter note; cream, apple sauce and milk chocolate laced with oak, clove and dark chocolate.","Of medium-length, with buttery pastry, warming spice and a thin layer of sharp fruit; a fresh apple pie ready for the oven. The fruit lingers as apple skin, joined by crisp pear.","This is possibly the best value whisky I have encountered in decades; closest to a top Brora costing 20 to 30 times the price, touching on all the range that this vaunted and shuttered distillery musters. Of course this is a blend of multiple regions, but you suspect with micro contributions from many and large contributions from a few, particularly leading with a wonderful Clynelish (sibling distillery of the defunct Brora), and a masterfully light backing of an Islay, amongst others. This has a wonderful soaring range. I have both held and participated in single-malt whisky flights with many; this has had only rave responses, and from a wonderfully obscure and very cost-effective blend, that carries itself like an apex lightly-peated highland single-malt. I suspect the unorthodox story and lack of any historical reference lead to what I see as a deep discount, but also make this a wonderful “discovery”. When price and quality come together, I will buy for future years, and have happily loaded up on this one-off to the full extent my budget and conscience would let me. Just brilliant. || A lovely perfumed nose, and then spice, a bit of heat, some smoke, and lots of other things going on and great length. Really lovely whisky, I like a lot! || Superb and complex whisky. Maybe needs drop of water to fully appreciate the taste. Perfect option if you are tired of binary selection of peated/unpeated whisky. || Exceptional whisky || Great whisky",dark chocolate lemon cinnamon smoke orange apple partridge fondue dim sum surprisingly mild in feel the overall aroma is tightly integrated spicy-sweet and fruity combining spiky green leaves and dog roses with autumnal forests toffee and rich vanilla sauce the greenness comes to dominate although the sour notes are tempered by sweet brown butter and slice of candied fruit time reveals more herbal notes with minty toffee and hints of pastry water opens all this up drying and introducing speyside notes of the sweetshop with candy and dried apple rings joined by floral touches balance of sweetness acidity and tannic dryness nuts and spice lead with hazelnuts and almonds joined by bitter walnuts and hot cinnamon sweetness builds behind with candy barley sugar and sharp candied lemons the almonds reappear now sugared only to disappear amid more citrus tempered by toffee and fudge spiced with cinnamon and finally by fruity dark chocolate water cools the smooth sweetness and spice rise bringing refreshing bitter note cream apple sauce and milk chocolate laced with oak clove and dark chocolate of medium-length with buttery pastry warming spice and thin layer of sharp fruit fresh apple pie ready for the oven the fruit lingers as apple skin joined by crisp pear this is possibly the best value whisky have encountered in decades closest to top brora costing to times the price touching on all the range that this vaunted and shuttered distillery musters of course this is blend of multiple regions but you suspect with micro contributions from many and large contributions from few particularly leading with wonderful clynelish sibling distillery of the defunct brora and masterfully light backing of an islay amongst others this has wonderful soaring range have both held and participated in single-malt whisky flights with many this has had only rave responses and from wonderfully obscure and very cost-effective blend that carries itself like an apex lightly-peated highland single-malt suspect the unorthodox story and lack of any historical reference lead to what see as deep discount but also make this wonderful discovery when price and quality come together will buy for future years and have happily loaded up on this one-off to the full extent my budget and conscience would let me just brilliant lovely perfumed nose and then spice bit of heat some smoke and lots of other things going on and great length really lovely whisky like lot superb and complex whisky maybe needs drop of water to fully appreciate the taste perfect option if you are tired of binary selection of peated unpeated whisky exceptional whisky great whisky,2.2857142857142856,4011.0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0.0,0.4652465246306063,0.0,0.0,0.2759873669622826,3,Smoky & Full-Body,-0.06630759921355683,1.2438797590959412
Glencoe 10 Year Old,blended malt scotch whisky,blended malt,70.0,46.0,44.5,3.0,3.0,3.0,3.0,"Banana, Dark Chocolate, Peat smoke, Marmalade, Orange",,,,distillery bottling,0,,10 year old,10.0,10.0,0,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,banana dark chocolate peat smoke marmalade orange no description no description no description,0.6357142857142857,3220.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0014971640216404,0.0,0.1561036528254762,0.260358193649794,3,Smoky & Full-Body,-0.0898929014641041,2.173681748756702
Johnnie Walker Black Label 12 Year Old Islay Origin,islay blended malt scotch whisky,blended malt,70.0,42.0,39.95,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,islay,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,0.5707142857142857,2940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0011656751506689,0.0,0.2185451139556667,0.284855348642562,1,Balanced,0.08178983474904629,0.1614367110594289
Caisteal Chamuis Blended Malt,island blended malt scotch whisky,blended malt,70.0,46.0,43.95,2.7,2.7,1.2,2.8,no description,,,,distillery bottling,0,,,,11.0,1,scotland,island,first-fill bourbon finish,bourbon,Unknown,,,no description,no description,no description,"A deliciously peaty dram, I picked up a bottle after a recommendation on the Scotch Malt Whisky website, very happy i did. If you like a young big peaty dram you will like this, cheers",no description no description no description no description deliciously peaty dram picked up bottle after recommendation on the scotch malt whisky website very happy did if you like young big peaty dram you will like this cheers,0.6278571428571429,3220.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0014570939383362,0.0,0.0,0.0008643579224528,1,Balanced,-0.8324960087194513,0.5896318943813524
Compass Box The Story of the Spaniard,blended malt scotch whiskycompass box,blended malt,70.0,43.0,59.95,3.0,4.0,0.0,2.0,"Lemon, Pear, Sherry, Clove, Wine",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,wine,wine_port,Unknown,,,no description,no description,no description,,lemon pear sherry clove wine no description no description no description,0.8564285714285714,3010.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.3452841935826765,0.0026227690890052,0.0,0.0,0.2063807497580735,1,Balanced,0.1739517527867219,0.8861190012639181
Compass Box The Spice Tree,highland blended malt scotch whiskycompass box,blended malt,70.0,46.0,56.25,4.0,3.0,0.0,3.0,"Ginger, Biscuits, Black Pepper, Vanilla, Toffee, Cinnamon",,compass box,,compass box,1,,,,14.75,1,scotland,highland,not specified,unknown,False,,,no description,no description,no description,"Surprising complexity at this price range. || I received a 50ml sampler of this as a gift. I'd never heard of Compass Box prior to that and wasn't sure what to expect, turns out it ended up being the best blended malt I've ever had. Fantastic whiskey. || Beautiful blend as it’s often the case with Compass Box. Smooth, but spicy and complex. A must have in your whisky collection. || When I took my first sip, I was pleasantly surprised. Smooth, well balanced, maybe a bit too sweet for me. My wife liked it as well, and normally she is not a whisky drinker. || Great value Scotch blended whisky at this price range. Spicy and smooth after taste, strong wood note. Enjoy it!",ginger biscuits black pepper vanilla toffee cinnamon no description no description no description surprising complexity at this price range received ml sampler of this as gift never heard of compass box prior to that and wasn sure what to expect turns out it ended up being the best blended malt ve ever had fantastic whisky beautiful blend as it often the case with compass box smooth but spicy and complex must have in your whisky collection when took my first sip was pleasantly surprised smooth well balanced maybe bit too sweet for me my wife liked it as well and normally she is not whisky drinker great value scotch blended whisky at this price range spicy and smooth after taste strong wood note enjoy it,0.8035714285714286,3220.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.3452841935826765,0.002353206710413,0.0,0.0,0.2062208435424198,5,Full-Body,1.1788137179070008,-0.28253082466157753
Old Perth 12 Year Old,blended malt scotch whisky,blended malt,70.0,46.0,57.25,2.0,2.0,0.0,3.0,"Stewed Fruit, Marmalade, Ginger, Cinnamon, Raisins",,,,old perth,1,,12 year old,12.0,12.0,0,scotland,unknown_scotland,sherry,sherry,False,,,no description,no description,no description,This blended malt is my personal favourite whisky. Such great value for money and the flavour is unmatched. I love a sherry matured whisky and this is superior to any I have tasted as of yet! :) || Delicious! I was recommended this whisky through a friend and I'm so glad iv given it a try! it is very smooth and great value for money!,stewed fruit marmalade ginger cinnamon raisins no description no description no description this blended malt is my personal favourite whisky such great value for money and the flavour is unmatched love sherry matured whisky and this is superior to any have tasted as of yet delicious was recommended this whisky through friend and so glad iv given it try it is very smooth and great value for money,0.8178571428571428,3220.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.7079745797457974,0.0024260614073298,0.0,0.2185451139556667,0.5078427248933465,2,Balanced,-2.1456660813725863,-1.1705514130189414
Berry Bros & Rudd Islay Blended Malt,islay blended maltberry bros & rudd,blended malt,70.0,44.2,39.5,2.0,1.0,3.0,3.0,"Apple, Pear, Smoke, Tar, Cream",,berry bros & rudd,,berry bros & rudd,1,,,,10.5,1,scotland,islay,not specified,unknown,Unknown,,,no description,"Full, approachable, creamy texture with some sweetness, and the quick reminder of its smoky heritage.",Long lingering peat smoke.,I thought for the price this is a really nice whisky. I'd suspect its mostly quite young spirits in the mix but still has a decent amount of flavour and finish to be satisfying. Compared to the 'special' releases from the big players at a similar price point I'd take the BBR every time.,apple pear smoke tar cream no description full approachable creamy texture with some sweetness and the quick reminder of its smoky heritage long lingering peat smoke thought for the price this is really nice whisky suspect its mostly quite young spirits in the mix but still has decent amount of flavour and finish to be satisfying compared to the special releases from the big players at similar price point take the bbr every time,0.5642857142857143,3094.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3585958936512441,0.0011328905370564,0.0,0.0,0.2133935337775999,3,Smoky & Full-Body,-3.145000362164889,1.3972207587339813
Scallywag Speyside Blended Malt,speyside blended malt scotch whiskydouglas laing,blended malt,70.0,46.0,38.75,3.0,3.0,0.0,3.0,"Malt, Orange, Oil, Lemon, Apple, Cinnamon",,douglas laing,,douglas laing,1,,,,16.203125,1,scotland,speyside,not specified,unknown,False,,,"Sweet and grainy on the nose, with freshly milled malt, porridge made with water, lemon zest, orange peel, redcurrants and a hint of woody spice.","Soft and oily, with some spice on the front of the tongue and developing richness - more porridge, tangy lemon sherbert, lemon bonbons, stewed apples with cinnamon, caraway seeds and a hint of sour fruit.","Medium-length with apples, apple skin, spice and pastry cases.","Fruity and spicy. Quite a dry taste but overall excellent whisky. I received this as a gift and wouldn’t have bought it myself as I hate dogs! || A bit disappointing. As other reviewers have said, elements of iodine and smoke. Most un-Speyside. A little bitter and short on the palate too. Was expecting much more || Excellent value for money - this is beautiful, full bodied Malt. Worth every penny as this is a thoroughly, thoroughly enjoyable dram || Really excellent and exciting whisky. This is a great Speyside whisky with a character and depth in abundance. A great balance of malt and barley and chocolatey spice. very much recommend. || Nose, Iodine. Palate, smoke and little else. Finish, peat. Nothing like a traditional speyside, no fruits, xmas cake, sherry et al. Very disappointing indeed.",malt orange oil lemon apple cinnamon sweet and grainy on the nose with freshly milled malt porridge made with water lemon zest orange peel redcurrants and hint of woody spice soft and oily with some spice on the front of the tongue and developing richness - more porridge tangy lemon sherbert lemon bonbons stewed apples with cinnamon caraway seeds and hint of sour fruit medium-length with apples apple skin spice and pastry cases fruity and spicy quite dry taste but overall excellent whisky received this as gift and wouldn have bought it myself as hate dogs bit disappointing as other reviewers have said elements of iodine and smoke most un-speyside little bitter and short on the palate too was expecting much more excellent value for money - this is beautiful full-bodied malt worth every penny as this is thoroughly thoroughly enjoyable dram really excellent and exciting whisky this is great speyside whisky with character and depth in abundance great balance of malt and barley and chocolatey spice very much recommend nose iodine palate smoke and little else finish peat nothing like traditional speyside no fruits xmas cake sherry et al very disappointing indeed,0.5535714285714286,3220.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0.3436892433440464,0.0010782495143688,0.0,0.0,0.2045183951534713,1,Balanced,-0.019136994712462305,-0.6157242202255798
Shackleton Blended Malt,blended malt scotch whisky,blended malt,70.0,40.0,38.5,3.0,4.0,1.0,4.0,"Vanilla, Brioche, Cinnamon, Sultana, Ginger, Pineapple",,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,"Vanilla, toffee apple, brioche, Manuka honey and hints of marmalade followed by cinnamon, banana bread and ginger cake.","Treacle toffee, Demerara sugar and sweet sultanas, glazed pineapple, freshly baked crusted bread and mango cake.","Hot mulled wine, praline chocolate and oolong tea with a final whisper of gentle bonfire smoke and crème brûlée.","Very smooth blended whisky. Nice with a single cube of ice or a quality sparkling water. Never tire of this slightly sweet notes on the initial end. || I generally rotate between three whiskies. Tamnavulin, Laphroaig and Shackleton. I never get tired of Shackleton. I do though get bored at times with the others. || Very nice blended malt.. My current favourite, have had a few bottles of this.. I will be back. Smooth finish.. Ideal with  ice or a splash of water. || Probably best on a cold winteres evening, very pleasant tast with a warm after taste... definitely one for the colder months! || Slight edge of spice initial taste the finishing sweeter notes of tropical fruits. For a blended malt for £18 worth a punt . Well done Richard Patterson on this affordable Scotch.",vanilla brioche cinnamon sultana ginger pineapple vanilla toffee apple brioche manuka honey and hints of marmalade followed by cinnamon banana bread and ginger cake treacle toffee demerara sugar and sweet sultanas glazed pineapple freshly baked crusted bread and mango cake hot mulled wine praline chocolate and oolong tea with final whisper of gentle bonfire smoke and cr me br very smooth blended whisky nice with single cube of ice or quality sparkling water never tire of this slightly sweet notes on the initial end generally rotate between three whiskies tamnavulin laphroaig and shackleton never get tired of shackleton do though get bored at times with the others very nice blended malt my current favourite have had few bottles of this will be back smooth finish ideal with ice or splash of water probably best on cold winteres evening very pleasant tast with warm after taste definitely one for the colder months slight edge of spice initial taste the finishing sweeter notes of tropical fruits for blended malt for worth punt well done richard patterson on this affordable scotch,0.55,2800.0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0.0,0.0010600358401396,0.0,0.0,0.0006288203885844,0,Sweet & Rich & Full-Body,1.6213457036191279,-0.7444978575955988
Big Peat,douglas laing,other,70.0,46.0,38.75,3.0,3.0,4.0,2.0,"Smoke, Dark Chocolate, Pine, Almond, Brine, Cinnamon",,douglas laing,,douglas laing,1,,,,10.5,1,scotland,islay,not specified,unknown,False,,,no description,no description,no description,"Simply awful, synthetic to the core, there is nothing to recommend this and I have no understanding how people can rate this in any way || Wow can't get over the light straw colouring, obviously as stated no added colouring. Big whiff of peat on the nosing with brine then the bonfire sensation on the palate with sweet notes of marzipan and almonds. Love it . Marks out of 100 . We'll deserved 91. || I liked big peat || Mycket bra lagom rökighet || Top Whisky. As is obvious, very smokey, but not harsh at all. Though i always add a dash of water to a dram. Two or Three drams on a Friday and Saturday evening is just the ticket. Lovely stuff",smoke dark chocolate pine almond brine cinnamon no description no description no description simply awful synthetic to the core there is nothing to recommend this and have no understanding how people can rate this in any way wow can get over the light straw colouring obviously as stated no added colouring big whiff of peat on the nosing with brine then the bonfire sensation on the palate with sweet notes of marzipan and almonds love it marks out of we ll deserved liked big peat mycket bra lagom kighet top whisky as is obvious very smoky but not harsh at all though always add dash of water to dram two or three drams on friday and saturday evening is just the ticket lovely stuff,0.5535714285714286,3220.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.3436892433440464,0.0010782495143688,0.0,0.0,0.2045183951534713,3,Smoky & Full-Body,-0.848967830256128,4.383693162677602
Mossburn 12 Year Old Speyside Blended MaltDupont Calvados Finish,speyside blended malt scotch whisky,blended malt,70.0,57.2,70.95,3.0,3.0,0.0,3.0,"Apple, Pear, Oak, Malt, Honey",,,,mossburn,1,,12 year old,12.0,12.0,0,scotland,speyside,calvados finish,brandy_cognac,False,,,no description,no description,no description,,apple pear oak malt honey no description no description no description,1.0135714285714286,4004.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.7218805521388547,0.4587588138701643,0.0,0.2185451139556667,0.7867914985993314,1,Balanced,-0.019136994712462305,-0.6157242202255798
Old Perth Palo Cortado,blended malt scotch whisky,blended malt,70.0,55.8,58.25,4.0,4.0,0.0,3.0,"Raisins, Oats, Biscuits, Honeycomb, Praline",,,,old perth,1,,,,17.584415584415584,1,scotland,unknown_scotland,sherry,sherry,False,,,no description,no description,no description,,raisins oats biscuits honeycomb praline no description no description no description,0.8321428571428572,3906.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3746412464124641,0.4578335592193208,0.0,0.0,0.4938296526796666,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Mossburn Speyside Blended Malt,blended malt scotch whiskymossburn,blended malt,70.0,46.0,47.75,3.0,3.0,0.0,3.0,"Vanilla, Cherry, Orange, Milk Chocolate, Butter, Malt",,mossburn,,mossburn,1,,,,16.203125,1,scotland,speyside,oloroso sherry butt finish,sherry,False,,,no description,no description,no description,"Fruity who likes light drinkable whiskey, although the strength is felt on the throat, don't expect anything special. It's worth the money. 9,05,2023 || Young whisky elevated by finishing in good casks. Pineapple, lemon and oak on the nose. On the palate, chocolate and vanilla predominate with a bit of the American bourbon oak coming through. Rather short, astringent finish with a bit of malt and Stevia sweetness. Overall, pretty good for a younger blend. Extra points for no coloring, no chill filtration and being bottled at a higher ABV.",vanilla cherry orange milk chocolate butter malt no description no description no description fruity who likes light drinkable whisky although the strength is felt on the throat don expect anything special it worth the money young whisky elevated by finishing in good casks pineapple lemon and oak on the nose on the palate chocolate and vanilla predominate with bit of the american bourbon oak coming through rather short astringent finish with bit of malt and stevia sweetness overall pretty good for younger blend extra points for no coloring no chill filtration and being bottled at higher abv,0.6821428571428572,3220.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3885472188055214,0.0017339417866201,0.0,0.0,0.2315174089098891,1,Balanced,-0.019136994712462305,-0.6157242202255798
